Time,Published,Views
2018-07-01,13439,131531640
2018-07-02,25094,162575380
2018-07-03,26145,162304320
2018-07-04,18931,142153080
2018-07-05,25510,151290500
2018-07-06,25874,157511140
2018-07-07,13789,130815900
2018-07-08,14017,136490700
2018-07-09,26357,164254460
2018-07-10,29404,177567800
2018-07-11,29442,170019420
2018-07-12,28375,170839200
2018-07-13,27026,161330580
2018-07-14,13697,132527340
