views
4523.926471
1162.564682
649.9431138
2485.857143
1320.367758
789.6704545
600.1048387
937.4677419
2931.380952
857.1939394
205.9525692
557.1081081
318.75
799.48
434.1189189
340.9821429
310.6153846
1124.285714
1241.333333
275.16
317.3866667
203.9111111
232.1547619
144.3125
467.3287671
237.5909091
511.375
590.4444444
480.4038462
253.6363636
1037
702.6153846
50.33333333
593.5
141.2702703
751.0666667
185.8695652
196.6842105
628.2258065
733
248.1
100.4242424
135.7304348
337.75
85.7037037
575.76
497.7647059
251.1
287.75
153.3333333
183.5862069
204.25
130.2
249.8461538
22.24324324
149.5714286
156.9375
235.8243243
215.5057471
98.63333333
238.5128205
1332.5
457.6363636
223.4054054
240.7272727
257.057971
285.5
264.6153846
343.5
458.8333333
175.7777778
217.2222222
64.25
361.125
83.42857143
108.6666667
275.5
106.8666667
25.38095238
79.52631579
77.81081081
116.75
248
635.25
172.2
263
85.6
389.3333333
168.6666667
92.86666667
410.8571429
35.8125
109.25
21.62745098
132.3333333
65
203.6
49.04166667
209.8571429
53.7
242.0833333
140.2222222
87.83333333
128.8823529
410.4285714
86.72727273
78.45454545
181.2380952
12.91907514
131.7777778
173.8666667
133
34.82608696
134.4285714
271
96.4137931
106.2857143
33
25.25
82.5
159
73.71428571
71.55555556
114
165
41.63636364
121.375
287
60.66666667
19
76.42857143
166
882
327.6
52.85714286
213
72.73913043
145.6
124.85
97.125
13.5
139.125
14
127.6
24.33333333
36
42.46153846
17.08333333
31.42857143
126
9
59.25
110.1666667
92.47619048
115.6
19
101.25
27.125
207
207.1666667
60.5
92
97.25
111.5
190.75
9.714285714
33
16
189.6666667
37
101.3333333
77.25
56
12
47
108.3333333
17.8
8
423
95
1.5
7.9
18.25
37.125
42.83333333
154
100
5
28.5
294
220.5
1
130
20.6
150
106
91
12.25
83
18.31578947
80.875
64.25
35.6
35
6
48.83333333
31.5
10.25
48
23
34.25
144
96.33333333
101.25
17
28.14285714
1
29.33333333
74.66666667
4.8
9.666666667
142
45.57142857
55.25
26.2
7.333333333
3
63.5
136
45
97.33333333
186
16.6
3.666666667
2.333333333
1.75
12.9375
9.666666667
8.166666667
2.5
15.66666667
127
21
104
24
119
2.571428571
16.75
48.25
20.5
35.8
51.5
80.5
11.66666667
356
2
11.33333333
51
17
3
58.5
51.33333333
61
52.5
2.333333333
41.66666667
7.333333333
4.2
6.866666667
60.5
11.6
1
95
16
67
133
4
41.4
38
91
29.33333333
3
220
17
92
64
52.5
15
1.333333333
6.4
21
4.5
92
64.5
15.5
43.5
170
39.5
39.5
7.5
34.5
38
3.153846154
5.333333333
12
2.5
22.66666667
53
3
32
2.5
7
29
84
38
3.142857143
6
21
35
1
10.5
2.333333333
23
17
2.5
1
1
24
24
8
2
2.8
9.5
15.5
12
4
31
1
2
1
2.5
6.5
11
2
10
19
1
17
8.5
1
6
12
2
3
5
1
2
1
