Values
14120
44380
5000
3480
10900
3560
5920
5240
17940
13880
1680
2400
1120
16780
23860
48440
18120
10780
18000
22220
234180
1960
5360
3440
102480
2860
8720
14180
11240
18640
7180
5560
4280
9760
27020
6580
16760
11100
9400
10080
5300
25420
11960
26160
5760
41720
30940
12620
780
24840
4740
71560
147020
3860
10880
920
34140
21700
3200
7900
2100
320
44180
14500
3980
4340
320
5800
320
14020
97020
2280
2020
3020
24360
13300
1480
1080
52240
13800
56160
3300
2420
6700
5160
10940
3180
19960
19300
14300
35440
2720
5820
1900
10740
1180
3000
2200
10040
2300
39400
16680
720
16120
21080
6860
95380
6860
21960
8240
6220
80920
13880
16340
4440
2340
11600
800
380
6680
31240
1320
68280
7500
87120
8580
5400
10860
4960
99700
240
21040
7260
1300
5100
5960
2420
23400
2540
1900
24360
20880
13320
19100
560
6440
3600
1820
920
660
2640
6460
2380
760
12600
36920
1120
2860
2600
4320
92480
3240
6760
9260
5960
4460
3180
1820
10680
1460
8480
34860
1740
67860
7720
3760
3680
4320
13880
2080
4480
11140
4820
440
11220
3600
5820
9440
14820
740
10200
39800
4380
13600
1440
180
180
13440
280
10180
1800
2400
1103380
6560
2320
2580
8100
21300
11000
19720
7320
11820
12000
9820
3880
2840
39920
2180
14220
9540
10560
37880
9160
17980
5460
6820
2460
9840
15740
9400
11980
5780
480
6180
800
5640
12420
13100
9280
4040
12220
9960
2520
81860
1540
880
15440
31720
101800
240
4240
6700
9220
11340
6800
21220
6420
9800
20300
7020
23900
1020
4000
16740
1260
820
880
74520
7080
620
5160
2480
16760
5320
1120
6920
180
4000
1880
5680
5800
5460
1120
26660
440
980
15320
64840
11800
140
9780
6060
4140
5300
7540
17340
5440
111280
1440
12280
8120
280
4980
82640
4580
21460
4020
7900
12860
1060
11300
340
4980
6260
15300
1980
740
2900
9300
5540
31620
660
7920
10400
9680
2040
3140
3860
47660
7140
5480
4960
2620
7860
46120
12760
17780
4180
8320
4620
9940
1300
940
120140
17780
