Post 1: direct,Post 1: internal,Post 1: other,Post 1: search,Post 1: social,Post 2: direct,Post 2: internal,Post 2: other,Post 2: search,Post 2: social,Post 3: direct,Post 3: internal,Post 3: other,Post 3: search,Post 3: social,Post 4: direct,Post 4: internal,Post 4: other,Post 4: search,Post 4: social
0.04390668019127663,0.9253187943776264,0.017370670917258368,0.001521518620489784,0.01188233589334879,0.035224980874886985,0.7711941025106057,0.12876416997009527,0.05782738716183323,0.0069893594825787605,0.025249426883213327,0.9326143811953117,0.012334119014562009,0.02579832746763101,0.004003745439281909,0.35669191919191917,0.603049728049728,0.02428127428127428,0.009421134421134422,0.006555944055944056
