Values
13540
5400
7480
3760
6820
81600
181600
1500
5300
2500
8440
780
3900
1180
1360
3920
1260
1140
515540
4360
11380
20460
540
6360
240
212120
65240
46440
6960
21920
7820
3780
980
2960
380
4420
86740
2460
12760
10820
41480
160
9860
11240
61720
605300
5860
4560
46500
16780
1400
8340
11240
1400
9820
6040
9580
16640
240
120
3380
4920
4680
3040
1420
79940
1400
11600
1240
4340
560
3560
220
8600
4860
2420
37120
22280
1720
10600
8880
520
5280
9700
69860
133780
2620
25980
5800
4940
19520
4360
240
7760
94140
9380
1500
10820
14400
640
43480
7860
6560
6820
2720
31360
11860
3140
47460
3080
12300
2380
26920
107380
26780
14240
6200
161240
1020
380
14060
158620
49000
24900
60380
134880
2820
35940
3020
120
1740
14260
5540
14860
14400
4540
140
51340
12320
72860
2920
15080
39220
7180
380
3940
48320
1720
15020
46200
87920
74880
220
2460
4780
660
440
19200
1740
111820
6080
4380
4860
11120
3700
800
1860
13980
148820
16000
10520
57340
50800
19200
80180
8700
21560
3160
2040
16900
13180
27200
420
249140
33200
13040
20240
4720
480
4460
2760
24940
8320
1600
10100
5420
11860
50120
13420
2100
74780
2260
7080
3820
20720
13980
2480
600
399580
20620
2160
460
4160
34640
31380
12420
1000
6540
22860
62020
1100
143260
18000
166580
159700
61800
8620
14580
174400
6280
28240
2080
160
28520
8280
11160
7440
11920
15220
18060
2740
13500
1440
2620
2520
24440
2340
21420
21860
2240
186120
9260
146380
4040
259820
46400
113680
2400
63220
2400
14140
19380
15660
1260
760
19980
6640
1980
24340
5880
13980
4720
2760
3580
107340
2180
23260
3640
2520
2640
2880
520
5480
2160
19280
34400
3920
2800
47160
3880
1700
7300
221580
27400
3400
1440
280
6440
2020
5540
36920
2980
2660
17280
6100
8720
28600
113080
16640
65480
26840
21420
12980
2520
4920
620
5320
420
3920
3280
6320
3200
1660
22040
5180
2820
19320
7480
2900
7720
1280
119580
28180
140
12320
14120
1860
7080
28220
20780
48940
2620
82980
30780
21600
1420
3660
5820
11300
21860
5140
5720
1300
360
163280
1840
64000
10500
280
880
89460
62120
2960
2300
240
1400
13080
34280
1200
4100
10500
3100
6000
64800
1580
21080
26320
11820
1420
17440
1800
5460
25460
120
215020
4240
1300
7000
7460
9360
160
74740
111880
10560
1380
1140
2340
2100
35120
25360
2300
660
20100
1067960
720
260
34040
14600
1900
138800
1540
146960
5840
9220
1120
6180
12920
18780
10840
2420
8720
3420
38140
2980
45680
13220
146020
5380
420
14440
9240
42440
8780
1480
7360
26560
98980
800
2700
1240
10100
280
1420
2040
8940
180
2760
1860
14680
2500
94120
7640
7820
6220
24880
8760
3680
6220
1520
68680
2960
12920
9260
56580
69520
2920
8560
238260
158120
320
57680
4140
14680
1180
106320
8260
36580
1640
2960
1920
26600
116440
5760
27860
6060
7380
8780
4220
3240
81220
1280
13660
19140
1800
4740
17820
4620
3940
1880
4320
7540
160
1460
31280
10100
4960
30800
2420
206600
1600
24300
1860
11320
1160
16480
331080
163900
1540
8640
12800
8580
4300
140
12300
10860
44380
50640
1540
1540
13940
2880
1140
26320
8280
27320
15680
9200
2480
2180
2440
13240
260
6380
18180
2020
28180
3720
140
2620
5000
1960
13920
3620
3440
7560
3280
197820
19700
14940
20540
12200
340
6380
2620
2020
9680
3720
8300
140
12540
1260
4200
258360
600
4340
14540
4500
100
740
10900
4000
16380
10800
65380
740
1860
44240
2940
5100
13060
44220
17680
9680
18840
126420
7240
100
400
9620
315040
11640
40040
