Time,Published,Views
2018-07-01,323,283960
2018-07-02,421,419020
2018-07-03,409,500380
2018-07-04,422,579380
2018-07-05,384,437500
2018-07-06,374,389200
2018-07-07,310,223740
2018-07-08,313,376740
2018-07-09,398,639940
2018-07-10,362,677640
2018-07-11,389,485960
2018-07-12,348,520180
2018-07-13,402,504420
2018-07-14,389,668180
2018-07-15,437,828500
2018-07-16,471,1628840
2018-07-17,425,973360
2018-07-18,397,681080
2018-07-19,363,535480
2018-07-20,391,547280
2018-07-21,386,959400
