Time,Published,Views
2018-07-01,826762,131531640
2018-07-02,930260,162575380
2018-07-03,916812,162304320
2018-07-04,866857,142153080
2018-07-05,908245,151290500
2018-07-06,906022,157511140
2018-07-07,820685,130815900
2018-07-08,848607,136490700
2018-07-09,969968,164254460
2018-07-10,967490,177567800
2018-07-11,960281,170019420
2018-07-12,963249,170839200
2018-07-13,927580,161330580
2018-07-14,846206,132527340
2018-07-15,875220,138833860
2018-07-16,982554,168091040
