Time,Published,Views
2018-07-01,1667,3765440
2018-07-02,2988,6173380
2018-07-03,3129,6048360
2018-07-04,2356,4395560
2018-07-05,2914,5660280
2018-07-06,3010,6227980
2018-07-07,2004,4384000
2018-07-08,1578,3616560
2018-07-09,2754,5890740
2018-07-10,3229,6659600
2018-07-11,3525,7203560
2018-07-12,3514,8015060
2018-07-13,3356,6615200
2018-07-14,2079,4907760
2018-07-15,1685,4540060
2018-07-16,3058,6877500
